GEOID,NAMELSAD,population,tract_area_sq_mi,light_duty_vehicles_population_weighted,ev_vehicles_population_weighted,evse_per_1000_light_duty_vehicles_population_weighted,is_benchmark_20to100,is_above_standard_gt100,is_below_standard_lt20,application_group,predicted_target_evse_count,current_total_evse,planning_gap_evse_non_benchmark_only,planning_gap_bin,gap_map_class,benchmark_map_class
06081609300,Census Tract 6093,3428,0.37,3026.21,472.02,0.0,False,False,True,below_standard_gap_application,86.0,0.0,86.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073008101,Census Tract 81.01,3511,0.57,2402.99,342.05,0.42,False,False,True,below_standard_gap_application,69.0,1.0,68.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06073008102,Census Tract 81.02,3591,0.74,2457.75,349.84,0.0,False,False,True,below_standard_gap_application,71.0,0.0,71.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073008301,Census Tract 83.01,3190,0.91,2150.52,208.85,0.0,False,False,True,below_standard_gap_application,63.0,0.0,63.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073008306,Census Tract 83.06,2711,1.05,1581.08,167.98,0.0,False,False,True,below_standard_gap_application,52.0,0.0,52.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073010402,Census Tract 104.02,5528,0.27,3703.46,96.65,0.0,False,False,True,below_standard_gap_application,103.0,0.0,103.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06073010501,Census Tract 105.01,1265,0.18,843.87,23.01,0.0,False,False,True,below_standard_gap_application,40.0,0.0,40.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06073010502,Census Tract 105.02,5892,0.41,3930.68,102.26,2.29,False,False,True,below_standard_gap_application,111.0,9.0,102.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06073010601,Census Tract 106.01,2043,4.5,607.59,57.07,6.58,False,False,True,below_standard_gap_application,37.0,4.0,33.0,26-50,Gap 26-50 EVSE,"5-10 EVSE / 1,000 vehicles"
06073013205,Census Tract 132.05,2195,0.69,1746.52,45.41,0.0,False,False,True,below_standard_gap_application,53.0,0.0,53.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073013102,Census Tract 131.02,7058,0.77,5472.55,136.7,0.18,False,False,True,below_standard_gap_application,185.0,1.0,184.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06073013103,Census Tract 131.03,2435,0.96,1487.06,37.14,1.34,False,False,True,below_standard_gap_application,49.0,2.0,47.0,26-50,Gap 26-50 EVSE,"1-5 EVSE / 1,000 vehicles"
06073013104,Census Tract 131.04,5735,0.38,4446.74,111.07,0.0,False,False,True,below_standard_gap_application,132.0,0.0,132.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06073013203,Census Tract 132.03,6018,0.43,4666.17,116.55,0.0,False,False,True,below_standard_gap_application,141.0,0.0,141.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06073013204,Census Tract 132.04,4334,0.31,3360.45,83.94,0.0,False,False,True,below_standard_gap_application,92.0,0.0,92.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06081609900,Census Tract 6099,2955,0.49,2183.48,355.29,1.83,False,False,True,below_standard_gap_application,64.0,4.0,60.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06081610000,Census Tract 6100,4477,0.53,3308.11,538.28,3.63,False,False,True,below_standard_gap_application,95.0,12.0,83.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06081610100,Census Tract 6101,2524,0.19,2234.31,122.02,0.0,False,False,True,below_standard_gap_application,63.0,0.0,63.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06081610201,Census Tract 6102.01,5596,0.56,4953.72,270.53,14.74,False,False,True,below_standard_gap_application,158.0,73.0,85.0,51-100,Gap 51-100 EVSE,"10-20 EVSE / 1,000 vehicles"
06073010109,Census Tract 101.09,4234,4.99,3890.01,121.43,0.0,False,False,True,below_standard_gap_application,109.0,0.0,109.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06073008307,Census Tract 83.07,4355,0.84,2539.88,269.84,0.0,False,False,True,below_standard_gap_application,72.0,0.0,72.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073008327,Census Tract 83.27,6039,2.44,4653.83,871.08,0.0,False,False,True,below_standard_gap_application,155.0,0.0,155.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06073008330,Census Tract 83.30,5321,0.59,4042.98,779.44,0.0,False,False,True,below_standard_gap_application,125.0,0.0,125.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06073010900,Census Tract 109,1658,0.52,1103.43,103.77,2.72,False,False,True,below_standard_gap_application,44.0,3.0,41.0,26-50,Gap 26-50 EVSE,"1-5 EVSE / 1,000 vehicles"
06073011000,Census Tract 110,2922,0.39,1944.65,182.88,4.63,False,False,True,below_standard_gap_application,58.0,9.0,49.0,26-50,Gap 26-50 EVSE,"1-5 EVSE / 1,000 vehicles"
06073011100,Census Tract 111,3641,0.38,2423.16,227.88,0.0,False,False,True,below_standard_gap_application,69.0,0.0,69.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073013306,Census Tract 133.06,4156,0.5,3222.43,80.49,0.0,False,False,True,below_standard_gap_application,88.0,0.0,88.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073013206,Census Tract 132.06,6087,0.61,4719.67,117.89,0.0,False,False,True,below_standard_gap_application,144.0,0.0,144.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06073013301,Census Tract 133.01,4863,0.65,3773.79,95.54,0.0,False,False,True,below_standard_gap_application,105.0,0.0,105.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06073013302,Census Tract 133.02,6832,0.54,5297.32,132.32,0.0,False,False,True,below_standard_gap_application,174.0,0.0,174.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06073013303,Census Tract 133.03,4703,0.53,3646.56,91.09,0.0,False,False,True,below_standard_gap_application,101.0,0.0,101.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06081610203,Census Tract 6102.03,2594,0.23,2222.06,148.82,3.15,False,False,True,below_standard_gap_application,63.0,7.0,56.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06081610303,Census Tract 6103.03,7229,1.93,5511.49,975.09,0.0,False,False,True,below_standard_gap_application,208.0,0.0,208.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06081610400,Census Tract 6104,5447,0.39,4821.83,263.33,0.62,False,False,True,below_standard_gap_application,151.0,3.0,148.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06081610500,Census Tract 6105,4404,0.45,3898.53,212.9,0.0,False,False,True,below_standard_gap_application,111.0,0.0,111.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06081610601,Census Tract 6106.01,5919,0.35,5099.74,444.87,0.0,False,False,True,below_standard_gap_application,169.0,0.0,169.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06081610602,Census Tract 6106.02,2777,0.42,2289.44,339.32,0.0,False,False,True,below_standard_gap_application,66.0,0.0,66.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06095250400,Census Tract 2504,3783,0.42,2850.2,155.1,0.0,False,False,True,below_standard_gap_application,78.0,0.0,78.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06095250501,Census Tract 2505.01,2515,0.5,1894.86,103.11,0.0,False,False,True,below_standard_gap_application,57.0,0.0,57.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06095250502,Census Tract 2505.02,3176,0.72,2406.55,131.83,0.0,False,False,True,below_standard_gap_application,67.0,0.0,67.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06095250601,Census Tract 2506.01,4537,0.93,3418.28,186.01,0.0,False,False,True,below_standard_gap_application,95.0,0.0,95.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037430200,Census Tract 4302,1041,1.99,925.64,129.56,0.0,False,False,True,below_standard_gap_application,41.0,0.0,41.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06065042516,Census Tract 425.16,3762,0.38,2689.06,52.05,0.0,False,False,True,below_standard_gap_application,73.0,0.0,73.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06065042716,Census Tract 427.16,5842,1.32,3729.41,191.55,0.0,False,False,True,below_standard_gap_application,106.0,0.0,106.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06065042717,Census Tract 427.17,6307,2.54,4026.26,206.79,0.0,False,False,True,below_standard_gap_application,117.0,0.0,117.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06065042902,Census Tract 429.02,4774,16.75,3444.13,76.81,0.0,False,False,True,below_standard_gap_application,94.0,0.0,94.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06065042903,Census Tract 429.03,5213,17.24,3733.44,77.75,0.0,False,False,True,below_standard_gap_application,104.0,0.0,104.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06065043006,Census Tract 430.06,4837,2.83,3461.22,121.93,0.58,False,False,True,below_standard_gap_application,95.0,2.0,93.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06065043206,Census Tract 432.06,8075,1.98,6214.9,364.38,3.38,False,False,True,below_standard_gap_application,242.0,21.0,221.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06065043216,Census Tract 432.16,7083,1.97,5024.57,360.04,6.57,False,False,True,below_standard_gap_application,165.0,33.0,132.0,101-250,Gap 101-250 EVSE,"5-10 EVSE / 1,000 vehicles"
06065043217,Census Tract 432.17,3516,1.26,2494.19,178.72,0.0,False,False,True,below_standard_gap_application,70.0,0.0,70.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06065042300,Census Tract 423,10814,3.79,6855.73,265.02,0.0,False,False,True,below_standard_gap_application,299.0,0.0,299.0,251-500,Gap 251-500 EVSE,"0 EVSE / 1,000 vehicles"
06065042511,Census Tract 425.11,4573,0.62,3268.76,63.27,0.0,False,False,True,below_standard_gap_application,89.0,0.0,89.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06001401700,Census Tract 4017,3626,4.45,1154.31,97.05,4.33,False,False,True,below_standard_gap_application,45.0,5.0,40.0,26-50,Gap 26-50 EVSE,"1-5 EVSE / 1,000 vehicles"
06089010200,Census Tract 102,2285,1.31,1746.94,46.74,12.02,False,False,True,below_standard_gap_application,54.0,21.0,33.0,26-50,Gap 26-50 EVSE,"10-20 EVSE / 1,000 vehicles"
06073014602,Census Tract 146.02,5155,1.05,3764.43,252.3,0.0,False,False,True,below_standard_gap_application,107.0,0.0,107.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06073011300,Census Tract 113,2304,4.47,1521.1,131.64,0.0,False,False,True,below_standard_gap_application,50.0,0.0,50.0,26-50,Gap 26-50 EVSE,"0 EVSE / 1,000 vehicles"
06073008511,Census Tract 85.11,5607,5.87,4478.43,289.01,23.0,True,False,False,benchmark_training_standard,136.0,103.0,,,Benchmark standard 20-100,"20-50 EVSE / 1,000 vehicles"
06073013601,Census Tract 136.01,5214,1.25,3941.04,201.76,0.51,False,False,True,below_standard_gap_application,113.0,2.0,111.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06073017048,Census Tract 170.48,6422,1.46,5555.65,547.91,0.0,False,False,True,below_standard_gap_application,199.0,0.0,199.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06073009507,Census Tract 95.07,4056,1.57,2832.19,235.31,0.0,False,False,True,below_standard_gap_application,79.0,0.0,79.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073007800,Census Tract 78,5853,0.77,3914.29,285.3,1.28,False,False,True,below_standard_gap_application,113.0,5.0,108.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06073008503,Census Tract 85.03,7840,1.42,6189.71,402.96,0.0,False,False,True,below_standard_gap_application,241.0,0.0,241.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06073009902,Census Tract 99.02,0,5.33,0.0,0.0,,False,False,False,excluded_no_vehicle_ratio,30.0,7.0,,,"No vehicle-ratio data, excluded",
06073020304,Census Tract 203.04,6153,5.36,4975.88,279.04,0.4,False,False,True,below_standard_gap_application,159.0,2.0,157.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06073015502,Census Tract 155.02,3013,9.99,2328.52,122.33,9.02,False,False,True,below_standard_gap_application,66.0,21.0,45.0,26-50,Gap 26-50 EVSE,"5-10 EVSE / 1,000 vehicles"
06073021202,Census Tract 212.02,3238,69.52,3220.3,87.27,3.73,False,False,True,below_standard_gap_application,87.0,12.0,75.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06073016201,Census Tract 162.01,5537,1.84,4237.37,166.83,0.0,False,False,True,below_standard_gap_application,124.0,0.0,124.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06037980008,Census Tract 9800.08,106,1.3,77.13,4.71,142.62,False,True,False,above_standard_excluded,30.0,11.0,,,"高于标准 >100, excluded",">100 EVSE / 1,000 vehicles"
06037278102,Census Tract 2781.02,2917,1.27,1936.2,229.48,2.07,False,False,True,below_standard_gap_application,58.0,4.0,54.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06037294301,Census Tract 2943.01,2685,0.28,1774.52,27.87,0.0,False,False,True,below_standard_gap_application,54.0,0.0,54.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037294302,Census Tract 2943.02,4435,0.32,2931.09,46.04,0.0,False,False,True,below_standard_gap_application,80.0,0.0,80.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037294421,Census Tract 2944.21,2410,0.26,1750.12,85.48,2.86,False,False,True,below_standard_gap_application,54.0,5.0,49.0,26-50,Gap 26-50 EVSE,"1-5 EVSE / 1,000 vehicles"
06037294701,Census Tract 2947.01,2987,0.68,1974.11,31.01,0.51,False,False,True,below_standard_gap_application,58.0,1.0,57.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06037296401,Census Tract 2964.01,3120,0.38,2489.35,181.03,0.0,False,False,True,below_standard_gap_application,70.0,0.0,70.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037101400,Census Tract 1014,4006,2.44,3187.07,276.32,0.0,False,False,True,below_standard_gap_application,89.0,0.0,89.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073018510,Census Tract 185.10,3042,0.77,2129.22,100.33,6.11,False,False,True,below_standard_gap_application,61.0,13.0,48.0,26-50,Gap 26-50 EVSE,"5-10 EVSE / 1,000 vehicles"
06073019803,Census Tract 198.03,5783,1.47,4409.35,431.51,2.49,False,False,True,below_standard_gap_application,135.0,11.0,124.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06073015302,Census Tract 153.02,4518,1.31,3373.69,181.16,0.0,False,False,True,below_standard_gap_application,93.0,0.0,93.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073010104,Census Tract 101.04,3107,0.62,2854.57,89.11,0.0,False,False,True,below_standard_gap_application,77.0,0.0,77.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073017601,Census Tract 176.01,5143,3.37,4199.21,483.0,3.1,False,False,True,below_standard_gap_application,127.0,13.0,114.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06073016606,Census Tract 166.06,3704,1.06,2670.83,128.88,0.0,False,False,True,below_standard_gap_application,74.0,0.0,74.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073019002,Census Tract 190.02,4928,14.65,4191.95,234.25,4.06,False,False,True,below_standard_gap_application,122.0,17.0,105.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06073008501,Census Tract 85.01,5923,1.17,4674.44,304.39,0.0,False,False,True,below_standard_gap_application,145.0,0.0,145.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06073003601,Census Tract 36.01,3151,0.35,2270.68,31.54,0.0,False,False,True,below_standard_gap_application,64.0,0.0,64.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073013411,Census Tract 134.11,4958,1.84,3474.37,211.65,0.0,False,False,True,below_standard_gap_application,97.0,0.0,97.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037573601,Census Tract 5736.01,6300,1.44,4828.88,356.87,6.01,False,False,True,below_standard_gap_application,154.0,29.0,125.0,101-250,Gap 101-250 EVSE,"5-10 EVSE / 1,000 vehicles"
06073002703,Census Tract 27.03,7111,0.76,4058.52,185.83,0.99,False,False,True,below_standard_gap_application,118.0,4.0,114.0,101-250,Gap 101-250 EVSE,"0-1 EVSE / 1,000 vehicles"
06037900103,Census Tract 9001.03,6500,7.72,4166.91,88.33,0.0,False,False,True,below_standard_gap_application,121.0,0.0,121.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06037900104,Census Tract 9001.04,6551,16.45,3652.88,59.91,0.0,False,False,True,below_standard_gap_application,102.0,0.0,102.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06037900505,Census Tract 9005.05,4240,0.51,2718.11,57.62,0.0,False,False,True,below_standard_gap_application,74.0,0.0,74.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037900506,Census Tract 9005.06,5116,0.5,3279.68,69.52,0.0,False,False,True,below_standard_gap_application,90.0,0.0,90.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037900608,Census Tract 9006.08,3967,0.52,2543.1,53.91,0.0,False,False,True,below_standard_gap_application,70.0,0.0,70.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06075990100,Census Tract 9901,0,27.39,0.0,0.0,,False,False,False,excluded_no_vehicle_ratio,30.0,0.0,,,"No vehicle-ratio data, excluded",
06061021045,Census Tract 210.45,3475,0.61,2719.46,120.92,0.0,False,False,True,below_standard_gap_application,75.0,0.0,75.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073003109,Census Tract 31.09,3256,0.42,2615.21,71.09,0.0,False,False,True,below_standard_gap_application,72.0,0.0,72.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073003111,Census Tract 31.11,6194,0.56,4975.01,135.23,0.0,False,False,True,below_standard_gap_application,157.0,0.0,157.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06073003112,Census Tract 31.12,4261,0.58,3422.43,93.03,0.0,False,False,True,below_standard_gap_application,94.0,0.0,94.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073003113,Census Tract 31.13,4701,0.61,3775.84,102.63,0.0,False,False,True,below_standard_gap_application,105.0,0.0,105.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06061022400,Census Tract 224,4731,1.2,3751.39,230.42,0.0,False,False,True,below_standard_gap_application,106.0,0.0,106.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06061023900,Census Tract 239,3361,1.61,2419.9,143.22,0.0,False,False,True,below_standard_gap_application,68.0,0.0,68.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06061023200,Census Tract 232,6255,4.99,4503.56,266.53,9.77,False,False,True,below_standard_gap_application,137.0,44.0,93.0,51-100,Gap 51-100 EVSE,"5-10 EVSE / 1,000 vehicles"
06037183402,Census Tract 1834.02,3183,0.2,2047.66,179.59,0.0,False,False,True,below_standard_gap_application,60.0,0.0,60.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037183701,Census Tract 1837.01,3351,0.21,2072.96,136.37,0.48,False,False,True,below_standard_gap_application,61.0,1.0,60.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06037183702,Census Tract 1837.02,2905,0.34,1797.06,118.22,0.56,False,False,True,below_standard_gap_application,55.0,1.0,54.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06037186201,Census Tract 1862.01,3187,0.2,2047.55,177.23,0.49,False,False,True,below_standard_gap_application,60.0,1.0,59.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06037186203,Census Tract 1862.03,2509,0.33,1589.4,121.98,0.0,False,False,True,below_standard_gap_application,51.0,0.0,51.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037186302,Census Tract 1863.02,4958,0.65,3187.09,265.72,0.0,False,False,True,below_standard_gap_application,89.0,0.0,89.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037296402,Census Tract 2964.02,3247,0.4,2496.66,171.18,0.0,False,False,True,below_standard_gap_application,70.0,0.0,70.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037296902,Census Tract 2969.02,4306,0.19,2527.4,99.08,0.0,False,False,True,below_standard_gap_application,70.0,0.0,70.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037297202,Census Tract 2972.02,4238,0.22,2487.49,97.51,0.0,False,False,True,below_standard_gap_application,69.0,0.0,69.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037297601,Census Tract 2976.01,3579,0.99,2100.69,82.35,1.43,False,False,True,below_standard_gap_application,61.0,3.0,58.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06037297602,Census Tract 2976.02,3540,0.24,2077.8,81.45,0.96,False,False,True,below_standard_gap_application,60.0,2.0,58.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06037104204,Census Tract 1042.04,3577,1.03,2716.57,109.82,0.74,False,False,True,below_standard_gap_application,74.0,2.0,72.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06037106645,Census Tract 1066.45,3143,0.98,2497.92,239.6,0.0,False,False,True,below_standard_gap_application,70.0,0.0,70.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037121102,Census Tract 1211.02,2436,2.91,1880.56,80.58,0.0,False,False,True,below_standard_gap_application,56.0,0.0,56.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037124104,Census Tract 1241.04,2780,0.13,2026.55,125.49,1.97,False,False,True,below_standard_gap_application,59.0,4.0,55.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06073007701,Census Tract 77.01,3948,0.22,2640.29,192.44,0.0,False,False,True,below_standard_gap_application,74.0,0.0,74.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073007907,Census Tract 79.07,3085,0.18,2063.14,150.37,0.0,False,False,True,below_standard_gap_application,60.0,0.0,60.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073021600,Census Tract 216,2985,5.9,1770.41,163.56,1.13,False,False,True,below_standard_gap_application,55.0,2.0,53.0,51-100,Gap 51-100 EVSE,"1-5 EVSE / 1,000 vehicles"
06073021800,Census Tract 218,1937,0.55,1289.12,121.23,17.84,False,False,True,below_standard_gap_application,46.0,23.0,23.0,11-25,Gap 11-25 EVSE,"10-20 EVSE / 1,000 vehicles"
06037406702,Census Tract 4067.02,6885,1.09,5172.58,292.73,2.9,False,False,True,below_standard_gap_application,171.0,15.0,156.0,101-250,Gap 101-250 EVSE,"1-5 EVSE / 1,000 vehicles"
06037302505,Census Tract 3025.05,3962,0.21,2634.91,222.99,0.0,False,False,True,below_standard_gap_application,74.0,0.0,74.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037302506,Census Tract 3025.06,3205,0.35,2020.99,159.79,0.0,False,False,True,below_standard_gap_application,60.0,0.0,60.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037400403,Census Tract 4004.03,4222,5.07,3324.04,230.1,0.0,False,False,True,below_standard_gap_application,92.0,0.0,92.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037576001,Census Tract 5760.01,6518,1.21,3668.92,253.55,35.71,True,False,False,benchmark_training_standard,105.0,131.0,,,Benchmark standard 20-100,"20-50 EVSE / 1,000 vehicles"
06089010703,Census Tract 107.03,4277,1.38,3359.96,64.25,0.0,False,False,True,below_standard_gap_application,91.0,0.0,91.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06097990100,Census Tract 9901,0,147.16,0.0,0.0,,False,False,False,excluded_no_vehicle_ratio,30.0,0.0,,,"No vehicle-ratio data, excluded",
06079010204,Census Tract 102.04,5307,1.33,4526.08,141.18,0.0,False,False,True,below_standard_gap_application,135.0,0.0,135.0,101-250,Gap 101-250 EVSE,"0 EVSE / 1,000 vehicles"
06079011002,Census Tract 110.02,3206,2.07,3225.46,264.52,8.68,False,False,True,below_standard_gap_application,89.0,28.0,61.0,51-100,Gap 51-100 EVSE,"5-10 EVSE / 1,000 vehicles"
06037186403,Census Tract 1864.03,2658,0.21,1708.61,142.45,0.0,False,False,True,below_standard_gap_application,54.0,0.0,54.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073022000,Census Tract 220,4529,0.28,3353.4,66.47,0.0,False,False,True,below_standard_gap_application,91.0,0.0,91.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073008003,Census Tract 80.03,3540,0.29,2367.43,172.55,0.0,False,False,True,below_standard_gap_application,67.0,0.0,67.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06073008006,Census Tract 80.06,3870,0.58,2627.42,310.86,0.38,False,False,True,below_standard_gap_application,74.0,1.0,73.0,51-100,Gap 51-100 EVSE,"0-1 EVSE / 1,000 vehicles"
06073008361,Census Tract 83.61,2798,0.22,1915.0,272.59,17.75,False,False,True,below_standard_gap_application,58.0,34.0,24.0,11-25,Gap 11-25 EVSE,"10-20 EVSE / 1,000 vehicles"
06073008362,Census Tract 83.62,3320,0.34,2272.27,323.44,7.04,False,False,True,below_standard_gap_application,66.0,16.0,50.0,26-50,Gap 26-50 EVSE,"5-10 EVSE / 1,000 vehicles"
06037186404,Census Tract 1864.04,2441,0.15,1569.12,130.82,0.0,False,False,True,below_standard_gap_application,51.0,0.0,51.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037187101,Census Tract 1871.01,3026,0.3,2111.72,229.32,0.0,False,False,True,below_standard_gap_application,62.0,0.0,62.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
06037188201,Census Tract 1882.01,2994,0.3,1754.05,184.97,0.0,False,False,True,below_standard_gap_application,55.0,0.0,55.0,51-100,Gap 51-100 EVSE,"0 EVSE / 1,000 vehicles"
