zip_code,ev_vehicles,zev_vehicles,light_duty_vehicles,ev_share_light_duty,zcta_area_sq_mi,zcta_population
92690,17,17,459,0.037037037037037035,,
91315,0,0,2,0.0,,
92220,699,702,25317,0.02760990638701268,141.33719583363927,33755.0
91239,0,0,1,0.0,,
96825,2,2,68,0.029411764705882353,12.861532185427645,30913.0
99686,0,0,2,0.0,1422.599030685785,3862.0
97292,0,0,2,0.0,,
91077,4,4,118,0.03389830508474576,,
92318,2,2,160,0.0125,,
90609,6,6,141,0.0425531914893617,,
91478,0,0,1,0.0,,
94610,2157,2166,17446,0.12363865642554167,2.091348363896522,32628.0
91387,2802,2818,33520,0.08359188544152744,53.54500069299767,46869.0
97071,1,1,15,0.06666666666666667,51.86141628528055,33123.0
90905,0,0,2,0.0,,
94057,0,0,1,0.0,,
93067,59,59,923,0.06392199349945829,0.5807101740932055,1101.0
93012,2435,2442,30812,0.07902765156432559,50.41670540129845,35791.0
99701,0,0,9,0.0,549.7520747843331,18061.0
92702,3,3,378,0.007936507936507936,,
97007,3,3,60,0.05,18.67357227474172,47895.0
94542,1343,1346,10762,0.12479093105370749,8.65113851254871,14871.0
97064,0,0,4,0.0,97.71638604185055,3855.0
95836,0,0,16,0.0,,
94125,1,1,19,0.05263157894736842,,
94400,0,0,13,0.0,,
93438,7,7,617,0.011345218800648298,,
96349,3,3,23,0.13043478260869565,,
92145,10,11,556,0.017985611510791366,10.64620976221816,2349.0
99323,0,0,3,0.0,143.2428814662422,4082.0
91798,0,0,1,0.0,,
97209,5,5,66,0.07575757575757576,1.2168525132108945,22296.0
94089,1809,1833,17225,0.10502177068214805,6.088563859874629,22699.0
97918,0,0,2,0.0,585.9098151309895,4567.0
97442,0,0,1,0.0,84.88194468079381,1742.0
98346,0,0,8,0.0,33.52156605938545,9920.0
91709,7609,7654,63118,0.12055198200196457,44.86173745947122,78006.0
95561,0,0,1,0.0,,
93654,324,324,22319,0.014516779425601506,101.03475549361534,31876.0
93216,8,8,1357,0.0058953574060427415,,
94341,0,0,1,0.0,,
96057,12,12,1449,0.008281573498964804,106.75226869484632,1025.0
92638,1,1,2,0.5,,
95337,2311,2315,38823,0.0595265693017026,46.18688303810801,48731.0
95689,26,26,1810,0.014364640883977901,25.264227981555948,1429.0
90799,0,0,0,,,
92062,0,0,5,0.0,,
93255,6,6,421,0.014251781472684086,238.00216531936712,470.0
92403,0,0,25,0.0,,
92982,0,0,1,0.0,,
99928,0,0,1,0.0,,
97544,0,0,4,0.0,76.29424530180765,1860.0
98146,1,1,20,0.05,5.2926925166987555,28573.0
93953,473,473,4204,0.11251189343482398,8.155457856283839,3613.0
95447,0,0,1,0.0,,
93022,214,214,5389,0.03971052143254778,3.1390948578054334,6078.0
91673,0,0,1,0.0,,
92889,0,0,1,0.0,,
94144,0,0,1,0.0,,
93420,1432,1432,26439,0.05416241158894058,198.58019164262402,31345.0
96224,0,0,1,0.0,,
90954,0,0,0,,,
95618,1833,1839,18935,0.09680485872722472,32.17692766781931,26267.0
92799,5,5,341,0.01466275659824047,,
96131,0,0,1,0.0,,
90703,4255,4288,41326,0.1029618158060301,8.879754202014247,48108.0
92788,0,0,3,0.0,,
98233,0,0,9,0.0,33.41525811164418,17850.0
90674,0,0,0,,,
95900,0,0,1,0.0,,
99009,0,0,1,0.0,82.20558235899885,4506.0
93537,0,0,2,0.0,,
93045,0,0,2,0.0,,
95038,16,16,1011,0.01582591493570722,,
93930,159,159,12765,0.01245593419506463,349.2616472720953,17243.0
92335,1052,1064,71441,0.014725437773827354,17.45713118576007,97511.0
92625,1729,1738,10439,0.1656288916562889,2.9090414845625054,12294.0
98134,0,0,6,0.0,3.954756629428334,645.0
91390,1276,1279,16051,0.0794966045729238,159.07804742469693,19308.0
95137,0,0,1,0.0,,
99156,0,0,7,0.0,279.81666659005646,9195.0
92626,3204,3247,39451,0.08121467136447745,9.709331072185593,50708.0
92427,6,6,571,0.010507880910683012,,
90208,0,0,0,,,
98823,0,0,2,0.0,298.22913992375186,12188.0
91107,2838,2866,25482,0.11137273369437249,8.522994281217056,32316.0
98071,0,0,6,0.0,,
92159,5,5,225,0.022222222222222223,,
95976,0,0,1,0.0,,
97351,0,0,5,0.0,53.40141052524663,11454.0
93441,75,75,1219,0.06152584085315833,38.65096034863029,1134.0
99709,1,1,16,0.0625,523.5784887459124,29551.0
93722,1325,1325,58158,0.022782764194091955,19.57899804180663,86110.0
90771,0,0,0,,,
90747,2,2,45,0.044444444444444446,0.021422800334787447,11.0
94905,0,0,0,,,
92409,0,0,3,0.0,,
93276,0,0,128,0.0,4.2650541526455825,157.0
96763,0,0,3,0.0,163.97880988443833,3443.0
93211,0,0,1,0.0,,
93592,1,1,232,0.004310344827586207,,
95585,3,3,346,0.008670520231213872,58.63609995865791,522.0
92631,0,0,4,0.0,,
94075,0,0,1,0.0,,
91618,0,0,1,0.0,,
93002,15,16,884,0.016968325791855202,,
95834,2488,2509,29798,0.08349553661319552,10.21583314595765,36245.0
96703,0,0,7,0.0,34.11188522120895,3366.0
95695,698,702,28065,0.02487083556030643,145.6713808438818,37702.0
90509,5,5,39,0.1282051282051282,,
95767,0,0,2,0.0,,
95870,0,0,1,0.0,,
90092,0,0,1,0.0,,
91106,1586,1601,16166,0.0981071384386985,2.7180799544950744,23910.0
96029,1,1,145,0.006896551724137931,24.429931340815944,121.0
98405,1,1,12,0.08333333333333333,4.11472438694798,25939.0
96761,2,2,57,0.03508771929824561,109.31076737014526,20952.0
93237,0,0,5,0.0,4.528397948378433,83.0
96154,0,0,5,0.0,,
95730,0,0,3,0.0,,
97130,0,0,1,0.0,2.450934224572351,845.0
95646,8,8,169,0.047337278106508875,55.27342308112192,218.0
92445,0,0,2,0.0,,
95430,4,4,197,0.02030456852791878,0.36612614041152874,0.0
92494,0,0,1,0.0,,
93673,5,5,656,0.007621951219512195,0.778785744326041,348.0
93902,6,6,1462,0.004103967168262654,,
92091,271,271,1574,0.1721728081321474,1.290277152595785,972.0
95004,173,173,3946,0.043841865179929045,21.975347762307834,4363.0
92173,522,525,33639,0.015517702666547757,2.8766716482315315,27585.0
97376,0,0,2,0.0,60.82884669565722,1301.0
90205,0,0,1,0.0,,
97302,0,0,37,0.0,24.185692987272247,40799.0
97741,1,1,3,0.3333333333333333,364.8228259203267,13663.0
95348,516,516,22469,0.022964973964128353,59.12246159029348,37540.0
98047,0,0,11,0.0,2.17056106540034,6817.0
90111,0,0,1,0.0,,
92926,0,0,2,0.0,,
94956,97,97,1292,0.07507739938080496,35.144820836585616,1080.0
96014,1,1,229,0.004366812227074236,155.28297323431764,307.0
90672,0,0,0,,,
92037,4188,4197,29422,0.14234246482224186,14.064305849686118,40717.0
95652,230,232,2821,0.0815313718539525,3.7368743082514984,1486.0
97032,0,0,1,0.0,17.8831441570648,5044.0
96080,252,252,22454,0.011222944686915471,651.2364978239846,31554.0
92014,1954,1957,12047,0.16219805760770317,6.767524877619897,13105.0
90058,203,203,3547,0.05723146320834508,5.957243965514493,3585.0
94415,0,0,1,0.0,,
90874,0,0,0,,,
98106,2,2,25,0.08,5.836089211643142,28690.0
95721,0,0,4,0.0,4.520960735548564,0.0
93640,52,52,9767,0.005324050373707382,159.54850906095697,14657.0
91510,18,19,540,0.03333333333333333,,
91910,2324,2329,60901,0.03816029293443458,14.260497158529358,77123.0
93562,9,9,821,0.010962241169305725,93.04314158293363,1849.0
93409,0,0,33,0.0,0.399590770371926,2952.0
90057,611,626,17788,0.0343489993253879,0.8931894844159458,46629.0
92405,317,321,19604,0.016170169353193226,5.010384908474996,31217.0
91927,0,0,0,,,
99692,0,0,6,0.0,0.3320620671647871,809.0
95520,0,0,1,0.0,,
90296,3,3,57,0.05263157894736842,,
98817,0,0,1,0.0,1.2480491837965209,233.0
91735,0,0,2,0.0,,
96714,0,0,19,0.0,83.91739779202737,1592.0
92077,0,0,3,0.0,,
92629,2207,2223,22292,0.09900412704109098,6.230243287493078,25579.0
93020,3,3,272,0.011029411764705883,,
95487,10,10,283,0.0353356890459364,,
90664,0,0,0,,,
90300,0,0,5,0.0,,
92072,7,7,629,0.011128775834658187,,
94618,1956,1960,10783,0.18139664286376703,2.436991441543904,16958.0
94232,1,1,8,0.125,,
93622,88,88,7872,0.011178861788617886,457.51407753143417,9084.0
93633,0,0,26,0.0,4.8407163193091485,31.0
97210,3,3,64,0.046875,9.63291145617392,11324.0
92582,495,497,15877,0.031177174529193174,18.43536357281462,23356.0
97201,1,1,47,0.02127659574468085,2.0546187583409123,16887.0
97528,0,0,4,0.0,,
96811,0,0,1,0.0,,
98672,1,1,4,0.25,139.63727626744603,7390.0
90816,0,0,2,0.0,,
95524,124,124,1845,0.06720867208672086,8.125763288308368,1634.0
93629,0,0,1,0.0,,
90031,987,1007,21806,0.045262771714207096,3.5648635801779904,36127.0
95975,53,53,1592,0.03329145728643216,9.4384854947903,1088.0
95013,3,3,132,0.022727272727272728,1.7737764260149778,57.0
93626,156,156,2111,0.0738986262434865,106.54519699634984,3304.0
95402,41,42,1373,0.02986161689730517,,
92109,2183,2188,29951,0.07288571333177524,11.900077771271294,44820.0
98571,0,0,2,0.0,5.102567798643052,48.0
96054,0,0,323,0.0,119.52858750784218,183.0
95955,8,8,1294,0.0061823802163833074,130.98452892850412,1405.0
98363,0,0,9,0.0,488.6859821237357,14237.0
98362,1,1,22,0.045454545454545456,123.00272921724024,24313.0
97734,0,0,1,0.0,178.11954153309708,3618.0
92353,0,0,2,0.0,,
90942,0,0,0,,,
95371,0,0,1,0.0,,
98116,3,3,56,0.05357142857142857,4.132215423519852,28711.0
95450,26,26,415,0.06265060240963856,37.9933234516666,224.0
92835,2397,2415,19678,0.12181115967069824,5.733922265200632,26005.0
95977,32,32,1453,0.02202339986235375,38.038337123084574,1780.0
92526,0,0,2,0.0,,
97124,0,0,67,0.0,45.15572277220431,54357.0
90729,0,0,0,,,
96603,0,0,1,0.0,,
91032,0,0,0,,,
98036,1,1,44,0.022727272727272728,9.603903505863972,42370.0
93277,676,677,35056,0.01928343222272935,39.54089012122577,53985.0
90061,310,314,16990,0.018246027074749854,2.71397832636253,30051.0
93283,18,18,1437,0.012526096033402923,262.08795344791315,2326.0
95821,898,906,24762,0.03626524513367256,7.1363339278334745,38064.0
93623,1,1,169,0.005917159763313609,18.746484599517025,4.0
90673,0,0,0,,,
91041,4,4,153,0.026143790849673203,,
98816,1,1,10,0.1,534.2454846705213,7752.0
91357,19,19,334,0.05688622754491018,,
90873,0,0,0,,,
90861,0,0,0,,,
93529,10,10,735,0.013605442176870748,79.2110203596739,209.0
90639,2,2,118,0.01694915254237288,0.14047597395759642,1671.0
93302,4,4,453,0.008830022075055188,,
92686,0,0,9,0.0,,
93205,8,8,1487,0.005379959650302623,23.225367010536562,1708.0
93286,67,67,7205,0.00929909784871617,73.09033542155004,10548.0
94900,0,0,16,0.0,,
97229,7,7,77,0.09090909090909091,19.655921734068187,76106.0
95005,279,280,5391,0.05175292153589316,11.810973205100176,7277.0
91044,0,0,0,,,
95470,126,126,5836,0.021590130226182315,69.74182989800333,6226.0
95957,7,7,622,0.011254019292604502,93.6884290162729,680.0
92844,1085,1108,17381,0.06242448650825614,2.099456049111283,23188.0
95971,52,52,6108,0.008513425016371971,151.17412854305059,6419.0
92392,1237,1240,44545,0.02776967111909305,37.29055101445024,65429.0
92703,1057,1093,42490,0.02487644151565074,4.241920940845174,62447.0
93791,4,4,63,0.06349206349206349,,
94977,10,10,186,0.053763440860215055,,
96778,1,1,35,0.02857142857142857,222.0885085150229,15262.0
95441,101,101,2704,0.03735207100591716,160.78761184351671,1648.0
95282,0,0,0,,,
94574,494,494,7113,0.06945030226346127,126.25745369783345,7457.0
95135,2930,2942,16122,0.18173923830790226,130.31485223707432,20129.0
95570,147,147,2314,0.06352636127917027,56.99698369387998,2640.0
95625,3,3,242,0.012396694214876033,0.9210358791741999,319.0
93389,10,10,1098,0.009107468123861567,,
90631,3002,3038,51903,0.0578386605783866,13.982691014108012,68309.0
92828,0,0,6,0.0,,
92628,10,11,388,0.02577319587628866,,
95134,3009,3052,18543,0.1622714771072642,10.808022432089746,30471.0
94600,0,0,1,0.0,,
91018,0,0,1,0.0,,
97048,1,1,2,0.5,104.86932796200495,7099.0
91763,947,961,28791,0.03289222326421451,5.300134037432882,37700.0
92133,0,0,2,0.0,,
97293,0,0,3,0.0,,
94515,310,310,5638,0.054984036892515076,116.55386658922787,6946.0
90659,0,0,0,,,
92667,2,2,41,0.04878048780487805,,
99403,0,0,12,0.0,144.8608541728127,20760.0
98902,1,1,11,0.09090909090909091,9.514389535309128,46492.0
92414,0,0,2,0.0,,
96671,0,0,1,0.0,,
91061,0,0,0,,,
92115,1737,1748,35190,0.04936061381074169,6.169425250233153,66264.0
90083,1,1,86,0.011627906976744186,,
97760,0,0,5,0.0,91.26919306475034,8702.0
93683,0,0,1,0.0,,
92234,1478,1480,40906,0.03613161883342297,14.971316376901715,52267.0
98901,0,0,24,0.0,185.70181712519673,31366.0
92552,10,10,1109,0.009017132551848512,,
91794,0,0,1,0.0,,
95091,0,0,1,0.0,,
96041,10,10,2141,0.004670714619336758,335.5632835270242,2889.0
94946,91,91,628,0.1449044585987261,38.592696078351096,715.0
98261,0,0,3,0.0,54.44201999224224,2984.0
95019,69,69,6068,0.011371127224785761,1.0968472629136516,5933.0
92015,0,0,2,0.0,,
94320,0,0,2,0.0,,
95247,128,128,4681,0.027344584490493484,47.061159166459376,3858.0
90075,2,2,78,0.02564102564102564,,
90510,8,8,394,0.02030456852791878,,
93732,0,0,1,0.0,,
97535,0,0,8,0.0,3.283349788471636,4804.0
97119,0,0,2,0.0,95.86130480373298,5233.0
95252,231,232,15930,0.014500941619585688,122.2835018569491,14252.0
92354,969,973,15518,0.062443613867766465,4.981200681398848,22051.0
90689,0,0,0,,,
90751,0,0,1,0.0,,
90754,0,0,3,0.0,,
96744,1,1,54,0.018518518518518517,40.343189765792026,57620.0
92653,2556,2582,24828,0.10294828419526342,6.951655992389949,29624.0
95055,17,19,418,0.04066985645933014,,
95151,15,15,799,0.01877346683354193,,
97524,0,0,28,0.0,360.97624658217103,15078.0
94712,8,8,44,0.18181818181818182,,
98513,1,1,43,0.023255813953488372,51.2287643595345,38017.0
95969,162,162,9083,0.017835516899702742,51.01826577571903,8339.0
95494,9,9,302,0.029801324503311258,124.6512263535715,130.0
92836,0,0,143,0.0,,
97055,0,0,6,0.0,113.22636813443731,19786.0
93609,62,62,4599,0.013481191563383343,60.97375136005819,4740.0
94949,1324,1326,14885,0.08894860597917366,14.8059095746992,17787.0
90963,0,0,0,,,
91759,13,13,355,0.036619718309859155,82.53140039108793,341.0
93442,421,421,9362,0.04496902371288186,45.58374946554341,11571.0
95697,2,2,552,0.0036231884057971015,0.2740398211165688,800.0
93033,1082,1088,60324,0.01793647636098402,32.334937624934426,78737.0
91906,76,76,4916,0.015459723352318959,105.85811376429965,3325.0
98606,0,0,9,0.0,37.98849070544675,10233.0
95828,1567,1584,49380,0.031733495342243824,12.402900998985814,61686.0
97045,1,1,25,0.04,87.99594061901499,57526.0
91025,10,10,232,0.04310344827586207,,
92883,3117,3133,29711,0.1049106391572145,56.48483308860897,39990.0
94626,1,1,1,1.0,,
98251,0,0,4,0.0,163.21061761205237,4907.0
93921,209,209,2654,0.07874905802562171,0.9519901351378639,2322.0
93548,1,1,3,0.3333333333333333,,
90878,0,0,0,,,
91502,609,616,8144,0.07477897838899804,1.353784336525307,11652.0
91252,0,0,1,0.0,,
93634,1,1,30,0.03333333333333333,1184.2986967022775,31.0
98639,0,0,1,0.0,3.304674005605853,1112.0
92587,732,734,14252,0.05136121246140893,7.83035684274804,18218.0
91168,0,0,1,0.0,,
90270,235,238,16176,0.014527695351137487,1.189195760916456,24218.0
90900,0,0,0,,,
90647,0,0,0,,,
90742,88,88,921,0.09554831704668838,0.537352769772121,405.0
95552,2,2,378,0.005291005291005291,138.60171238698177,586.0
98168,3,3,86,0.03488372093023256,8.899576188271725,35528.0
93254,7,7,588,0.011904761904761904,202.75565808073202,707.0
94021,8,8,142,0.056338028169014086,10.964607884721996,321.0
91954,0,0,1,0.0,,
95634,35,35,2908,0.012035763411279229,118.66762186570844,3536.0
92840,2078,2122,40393,0.051444557225261804,5.166670008354816,54534.0
97404,1,1,20,0.05,9.76033941764173,34244.0
94019,1101,1103,13490,0.08161601186063751,60.28033266367908,14419.0
93728,166,166,9415,0.017631439192777484,3.042160439820549,18313.0
95951,22,22,2092,0.010516252390057362,20.553911268204537,2698.0
93403,15,15,584,0.025684931506849314,,
92352,194,195,3887,0.04990995626447131,12.709377702964973,6246.0
96731,1,1,6,0.16666666666666666,15.596483127579084,2782.0
96813,7,7,52,0.1346153846153846,3.861550933185756,26766.0
91472,0,0,0,,,
90056,709,716,6341,0.11181201703201388,2.2576199794470906,8543.0
94028,1361,1363,5950,0.22873949579831931,17.40902807284447,6531.0
95334,264,264,12535,0.02106102911846829,56.61955907158499,17363.0
95201,6,6,532,0.011278195488721804,,
92177,7,7,339,0.02064896755162242,,
98229,3,3,34,0.08823529411764706,55.172795335546134,33298.0
93645,5,5,346,0.014450867052023121,59.73066532101212,905.0
91723,710,724,14354,0.04946356416329943,2.342903843626293,17733.0
92612,2944,2999,20519,0.14347677762074176,6.51843475235647,33714.0
99348,0,0,2,0.0,541.9261597511911,1633.0
97024,1,1,16,0.0625,3.7554051650793157,12007.0
96827,0,0,0,,,
95913,2,2,385,0.005194805194805195,17.357711292682417,377.0
93962,14,14,837,0.016726403823178016,0.12215373742346228,174.0
92334,8,8,860,0.009302325581395349,,
91521,4,4,58,0.06896551724137931,,
96629,0,0,14,0.0,,
98407,1,1,26,0.038461538461538464,6.9826387737752516,21718.0
90978,0,0,0,,,
91790,1929,1964,34086,0.05659214926949481,5.782437185843062,44710.0
96002,473,473,24972,0.01894121415985904,31.25661926111621,33783.0
94006,0,0,2,0.0,,
97303,1,1,22,0.045454545454545456,25.57103466026617,40659.0
93607,0,0,32,0.0,,
95350,763,763,35513,0.021485089967054317,8.835611546048863,57136.0
98343,0,0,2,0.0,,
93109,740,744,8120,0.09113300492610837,3.8121567448060634,10915.0
99645,0,0,10,0.0,610.5855953185467,32103.0
94835,0,0,1,0.0,,
95317,7,7,703,0.00995732574679943,46.28063051984739,827.0
91864,0,0,1,0.0,,
94127,1981,1985,13182,0.15028068578364437,1.8685575052308925,20288.0
95141,5,5,88,0.056818181818181816,,
98353,0,0,1,0.0,1.9612953580167232,0.0
96790,2,2,15,0.13333333333333333,204.59628995489558,9756.0
93530,0,0,61,0.0,1.3052361056996469,28.0
95802,0,0,10,0.0,,
92004,67,67,4431,0.015120740239223652,914.8944199955223,3007.0
92336,5623,5639,84556,0.06650030748852831,19.88340476759443,105517.0
95462,56,56,1182,0.047377326565143825,3.745109572646777,1058.0
97914,0,0,5,0.0,262.8363751239987,19713.0
96061,1,1,27,0.037037037037037035,34.069688979239714,59.0
95822,1173,1182,31827,0.03685550004712979,8.49479401812682,46569.0
90323,2,2,6,0.3333333333333333,,
92307,788,789,30752,0.025624349635796045,187.45544574247498,41180.0
95492,1215,1215,22265,0.0545699528407815,19.804463745520366,27429.0
94114,2662,2671,16356,0.16275372951821962,1.3846450710025235,33020.0
99577,0,0,20,0.0,288.3725800477213,28477.0
93647,52,52,7864,0.006612410986775178,93.13157015438301,11741.0
97202,4,4,86,0.046511627906976744,7.207407489125871,43533.0
92258,12,12,629,0.019077901430842606,10.551076882243555,474.0
96120,27,27,888,0.030405405405405407,227.02993968057586,1349.0
90637,9,9,265,0.033962264150943396,,
95457,50,50,3815,0.01310615989515072,151.05363428116576,3122.0
96707,3,3,59,0.05084745762711865,46.447866853366826,48807.0
95420,27,27,258,0.10465116279069768,7.403115575975421,271.0
94520,979,991,29292,0.033422094769903044,9.904233709931518,37381.0
95894,0,0,3,0.0,,
91043,5,5,92,0.05434782608695652,,
98666,0,0,1,0.0,,
94322,0,0,1,0.0,,
96667,0,0,4,0.0,,
91100,0,0,2,0.0,,
90813,523,531,25262,0.02070303222231019,3.173060722195485,51241.0
90958,0,0,0,,,
95602,590,590,15782,0.037384361931314156,50.33153930835261,19701.0
97534,0,0,4,0.0,25.637146012148545,892.0
92160,9,9,363,0.024793388429752067,,
92081,1468,1469,23312,0.06297185998627317,8.929785105436691,29002.0
91312,0,0,2,0.0,,
94396,0,0,1,0.0,,
95548,9,9,956,0.009414225941422594,57.50029253255695,1024.0
94018,254,255,2963,0.08572392845089437,0.57901702545994,3834.0
90768,0,0,0,,,
92041,0,0,9,0.0,,
91392,5,6,490,0.01020408163265306,,
93061,4,4,418,0.009569377990430622,,
93596,1,1,100,0.01,,
97543,0,0,1,0.0,47.635952060695075,598.0
90003,507,529,39491,0.012838368235800562,3.625439996485994,70065.0
94252,0,0,8,0.0,,
98012,5,5,51,0.09803921568627451,15.67328317600652,77041.0
95849,1,1,1,1.0,,
98506,1,1,12,0.08333333333333333,29.584282001320982,18497.0
92650,1,1,21,0.047619047619047616,,
92876,0,0,1,0.0,,
98376,0,0,1,0.0,125.82229062557026,1982.0
94035,2,2,99,0.020202020202020204,,
94122,3024,3036,29332,0.10309559525432974,3.289642637027881,55819.0
91816,1,1,2,0.5,,
98605,0,0,2,0.0,41.504767655047495,1117.0
92057,2386,2397,43199,0.055232760017593,15.305087372267725,56835.0
93113,0,0,2,0.0,,
90957,0,0,0,,,
94050,0,0,1,0.0,,
95946,294,294,8777,0.03349663894269112,45.58427310109738,9958.0
91876,0,0,1,0.0,,
92131,4114,4118,30188,0.1362793162846164,38.84004074954772,35503.0
93278,2,2,600,0.0033333333333333335,,
95190,1,1,1,1.0,,
98855,0,0,6,0.0,634.8684371798345,5857.0
93103,860,865,15138,0.05681067512220901,5.628116755829893,19382.0
93385,2,2,306,0.006535947712418301,,
92386,25,25,1584,0.015782828282828284,2.2968994770483717,2042.0
92931,0,0,1,0.0,,
91204,1102,1113,11788,0.09348489989820156,1.0442015037663386,17857.0
99204,0,0,9,0.0,1.020356694525919,7643.0
94112,3321,3340,43793,0.07583403740323796,3.337034812724535,79277.0
91394,12,12,227,0.05286343612334802,,
92032,0,0,4,0.0,,
90215,0,0,1,0.0,,
95778,0,0,1,0.0,,
92877,15,15,617,0.024311183144246355,,
91778,11,12,303,0.036303630363036306,,
90089,23,23,411,0.05596107055961071,0.3260308730593979,5462.0
95864,1488,1491,18552,0.08020698576972833,6.5109438703838824,25500.0
92774,0,0,2,0.0,,
95030,2206,2215,11446,0.19273108509522976,10.544104413492256,13151.0
90222,313,330,19175,0.016323337679269884,2.7175247768849284,32340.0
92356,43,43,4336,0.009916974169741697,365.57348502249545,6543.0
92231,421,422,41218,0.010213984181668204,68.55185828551983,38621.0
91505,1927,1945,23655,0.08146269287677024,5.364967317145473,31744.0
95233,2,2,404,0.0049504950495049506,1.6105745909123472,134.0
96318,0,0,1,0.0,,
98844,0,0,2,0.0,338.76606368501126,4873.0
92596,2262,2264,28293,0.07994910401866186,57.938745052399774,38981.0
98207,0,0,3,0.0,0.3984101502243333,843.0
95065,534,534,6867,0.07776321537789428,10.943201014265906,7997.0
97138,0,0,7,0.0,147.34519716049041,11035.0
99519,0,0,1,0.0,2347.352520516923,1297.0
91115,4,4,80,0.05,,
99603,0,0,6,0.0,1166.8420860007152,11693.0
96351,0,0,1,0.0,,
93465,450,450,9572,0.047012118679481824,84.641763311216,11039.0
92545,830,832,31241,0.026567651483627285,29.74740631803594,45982.0
94703,1008,1013,9880,0.1020242914979757,1.287672085836497,20934.0
91215,0,0,1,0.0,,
93313,1252,1254,43547,0.02875054538774198,100.63199423714022,61843.0
91760,0,0,31,0.0,,
91787,0,0,3,0.0,,
93704,569,570,18175,0.03130674002751031,5.410036601884677,28932.0
99706,0,0,2,0.0,75.04178045052204,24.0
92243,572,572,44136,0.01295994199746239,113.38159968307183,49069.0
93137,0,0,1,0.0,,
97370,0,0,5,0.0,178.82870015094616,9521.0
98665,1,1,23,0.043478260869565216,7.388863393191713,28910.0
95608,2171,2190,44098,0.04923125765340832,13.460705186947443,61440.0
90641,0,0,0,,,
95612,35,35,1189,0.02943650126156434,67.14049886660212,1865.0
92235,8,8,815,0.0098159509202454,,
96889,0,0,1,0.0,,
91322,1,1,258,0.003875968992248062,,
92633,0,0,12,0.0,,
98923,0,0,1,0.0,5.857902484423628,994.0
91379,0,0,1,0.0,,
96274,0,0,1,0.0,,
93244,5,5,408,0.012254901960784314,9.058321533987014,117.0
91500,0,0,9,0.0,,
97450,0,0,1,0.0,79.27717612949712,845.0
93117,1643,1656,28337,0.05798073190528284,169.99548412130508,52934.0
95164,9,9,151,0.059602649006622516,,
96727,0,0,6,0.0,202.17682037995283,4577.0
95068,0,0,1,0.0,,
93768,0,0,1,0.0,,
95045,241,245,3952,0.06098178137651822,47.4256203751704,3659.0
91245,0,0,1,0.0,,
90695,0,0,0,,,
94569,5,5,195,0.02564102564102564,1.2857668508129036,296.0
91977,1615,1620,47013,0.034352200455193244,10.438891468673914,61064.0
95374,16,17,1421,0.011259676284306826,45.24588913564389,1921.0
93845,0,0,1,0.0,,
93390,12,12,1099,0.01091901728844404,,
93561,631,632,25031,0.025208741160960408,302.1039172460996,31175.0
93736,0,0,1,0.0,,
98584,1,1,25,0.04,395.7448827361285,40606.0
95040,0,0,1,0.0,,
93790,1,1,166,0.006024096385542169,,
93709,0,0,73,0.0,,
90365,0,0,2,0.0,,
95485,16,16,2475,0.006464646464646465,87.84249667444527,3242.0
95923,0,0,118,0.0,10.15959711998585,68.0
92887,2048,2063,17539,0.11676834483151834,11.285298603963119,19725.0
91371,4,4,32,0.125,0.2092004800132372,0.0
92368,12,12,695,0.017266187050359712,50.42345153889528,906.0
95860,4,4,219,0.0182648401826484,,
99344,1,1,6,0.16666666666666666,489.55394894662504,19534.0
99523,0,0,4,0.0,,
96384,0,0,3,0.0,,
90266,4814,4824,26284,0.18315324912494294,5.151777992391019,34210.0
96712,0,0,27,0.0,47.03038034236236,8204.0
97411,1,1,25,0.04,140.90059868218552,7699.0
98826,0,0,5,0.0,1023.5753538940967,7605.0
96405,0,0,1,0.0,,
99687,0,0,3,0.0,,
95824,343,347,19299,0.017772941603191875,3.987843912326735,33083.0
98586,0,0,5,0.0,187.37731385981272,1801.0
97341,0,0,6,0.0,10.458522671742992,2972.0
92881,1985,1997,24914,0.07967407883117926,32.66990681741205,30347.0
91802,37,37,1106,0.03345388788426763,,
90274,3630,3647,22555,0.16093992462868545,12.979537998268954,25059.0
91733,1136,1168,29824,0.038090128755364806,7.090959563983299,41255.0
96062,18,18,986,0.018255578093306288,67.3733207486795,1243.0
96016,0,0,324,0.0,43.202095462844724,193.0
92658,64,65,918,0.06971677559912855,,
92573,0,0,1,0.0,,
96309,0,0,1,0.0,,
94047,0,0,1,0.0,,
95208,11,11,589,0.01867572156196944,,
93246,3,3,374,0.008021390374331552,21.257620627005817,852.0
95696,10,10,1023,0.009775171065493646,,
93273,0,0,1,0.0,,
90800,0,0,4,0.0,,
98541,0,0,6,0.0,197.24139626228455,10810.0
98361,0,0,1,0.0,347.5891927181638,457.0
92550,0,0,1,0.0,,
92637,842,860,13645,0.061707585196042504,2.968153487648466,17289.0
95287,0,0,1,0.0,,
94010,5375,5384,34824,0.15434757638410293,15.994986509474018,43025.0
94820,5,5,358,0.013966480446927373,,
95131,2726,2751,25712,0.10602053515868078,5.775428733243686,31179.0
91773,1865,1881,27064,0.06891073012119421,15.366114363821803,33598.0
94519,687,692,14204,0.04836665727963954,4.535856085965401,19058.0
91747,7,7,546,0.01282051282051282,,
92027,1691,1699,43215,0.03912993173666551,60.140773729339024,54113.0
95666,78,78,6283,0.012414451695050135,86.22554545447862,5994.0
